CSTRAT,ELAB,MEMO,READING,ESCS,GENDER,IMMIGR
-0.5485,-0.6208,1.3297,557.05,-0.5792,0,1
-0.0411,0.8778,0.395,480.73,-1.1215,0,1
-1.0786,-1.5227,0.1036,431.02,-0.4077,1,0
1.1341,-1.0185,-0.2055,694.92,1.2885,1,0
-0.5485,-1.5227,-0.2055,607.06,1.1829,1,0
-0.0411,-0.2743,-0.5436,509.91,-0.6223,1,0
-2.0532,-0.6208,-1.9702,311.15,0.3631,1,0
0.4861,-0.2743,0.395,445.32,0.1065,1,0
1.6056,0.3277,-0.2055,601.98,-0.6528,1,0
-0.5485,-0.6208,-0.2055,541.05,-0.6751,1,1
-0.0411,1.1676,0.9843,511.42,-0.2116,1,0
0.4861,-0.6208,0.6832,636.53,1.3805,1,0
-0.2945,0.3277,-0.5436,607.62,-0.1935,1,0
0.7826,0.6034,0.395,623.9,0.8179,1,0
-1.3664,-1.0185,-1.9702,497.91,0.078,1,0
0.4861,0.3277,0.395,487.82,0.6845,1,1
0.2159,-1.5227,1.3297,553.52,0.324,1,1
0.7826,0.3277,0.6832,570.52,-0.6792,1,0
-0.2945,0.0385,-0.5436,595.7,0.5324,1,0
-1.6827,-1.0185,-0.2055,484.33,1.2962,1,0
-1.0786,-0.2743,-0.5436,477.1,0.6421,1,0
-3.4531,-2.4098,-3.0191,580.13,-1.5689,1,0
-0.4365,0.1612,-0.6427,488.19,-0.4187,0,0
0.2159,0.3277,-0.9276,565.23,-0.6787,0,0
1.6056,0.8778,-0.2055,541.34,1.0245,0,0
-0.8077,-0.6208,-1.3817,567.31,0.2712,0,0
2.504,2.7571,0.6832,385.9,-0.072,0,0
0.7826,-1.5227,-0.2055,560.58,0.3985,0,0
0.4861,0.0385,-0.5436,652.53,0.2684,0,0
-1.3664,-0.6208,0.395,565.31,0.4497,0,0
-3.4531,-2.4098,-3.0191,584.15,-0.3433,0,0
0.7826,1.1676,0.6832,453.4,0.4206,0,0
-3.4531,-2.4098,-3.0191,581.42,0.3427,0,0
-3.4531,-2.4098,-3.0191,581.98,-0.8393,0,0
2.504,2.7571,2.6934,316.63,0.5867,0,0
-1.0786,-0.2743,-0.2055,511.2,1.6116,0,0
0.2159,0.8778,0.9843,544.63,-0.7214,0,0
-0.2945,0.3277,0.6832,382.72,-1.4572,1,1
-0.2945,-0.2743,-0.2055,448.82,-0.7867,1,1
0.2159,0.0385,-0.9276,490.92,-0.1143,1,1
0.2159,-0.2743,1.7893,561.86,-0.3333,1,1
-0.5485,-1.5227,0.395,366.91,0.4988,1,1
-0.8077,-0.6208,0.1036,318.85,-0.5006,1,1
-1.0786,-1.5227,-0.5436,506.65,-0.4211,1,1
-1.0786,-0.6208,-0.5436,609.29,-0.1332,1,1
-0.8077,0.3277,-0.5436,396.39,-1.6541,1,1
-0.8077,-1.0185,-0.5436,546.77,0.4933,1,1
-1.0786,-1.0185,-0.9276,314.72,-0.0104,1,0
-0.2945,-0.2743,0.395,436.42,-2.0252,1,1
1.1341,0.8778,1.7893,369.22,-0.2337,1,0
0.7826,0.6034,0.6832,460.97,0.1329,1,1
0.4861,0.0385,0.395,452.23,-0.0256,1,0
-2.5423,-1.5227,-1.9702,311.15,-1.5104,1,1
9999,9999,9999,280.96,9999,1,9999
-1.0786,-2.4098,-0.9276,529.37,0.5479,1,1
0.7826,1.1676,1.3297,393.11,-1.3677,0,1
-1.0786,-1.5227,0.395,391.67,-1.3145,0,0
1.1341,-1.0185,0.1036,511.68,0.1108,0,1
2.504,2.7571,2.6934,374.43,-0.8023,0,1
0.4861,0.0385,-0.2055,560.18,0.4637,0,1
0.2159,0.3277,-0.2055,413.79,-1.9911,0,1
-0.0411,0.6034,0.6832,287.53,0.5004,0,1
-0.0411,-0.6208,0.1036,340.44,-0.8287,0,1
0.7826,-2.4098,0.9843,466.22,0.2061,0,1
-0.2945,0.3277,0.395,523.7,0.7721,0,1
-0.2945,-1.0185,0.395,521.94,0.4159,0,1
0.2159,-0.2743,1.3297,340.52,-0.368,0,1
2.504,-0.6208,1.7893,586.55,-2.1605,0,1
-1.0786,-0.2743,-0.5436,359.6,-1.7424,0,9999
-0.2945,0.6034,0.1036,516.89,0.028,0,1
0.2159,0.6034,0.6832,422.61,-0.9669,0,1
-1.947,-1.911,-2.6094,445.62,-1.8478,0,1
-1.6827,-2.4098,0.1036,544.15,-0.1235,0,1
0.2159,0.8778,0.6832,364.37,-0.7029,1,0
0.2159,0.0385,0.9843,475.59,-0.0256,1,0
1.6056,0.6034,-0.5436,587.68,-1.2638,1,0
0.7826,0.3277,-1.3817,605.55,-0.551,1,0
-0.0411,0.3277,-0.2055,397.98,-0.5472,1,0
0.4861,-1.5227,-0.5436,459.78,-0.9655,1,0
-3.4531,-2.4098,-3.0191,367.55,-0.2472,1,1
-0.5485,-1.0185,0.1036,277.7,-0.5709,1,0
0.7826,0.3277,0.1036,528.5,-1.2314,1,9999
-0.8077,0.3277,-0.2055,533.82,1.2885,1,0
0.2159,0.0385,0.6832,426.49,-1.1867,1,1
0.4861,0.3277,-0.9276,556.38,-1.0262,1,0
-1.0786,-1.0185,-0.9276,325.92,0.1669,1,1
0.2159,-1.0185,-0.2055,523.49,0.4715,1,0
-0.8077,-1.5227,-0.9276,551.53,0.1623,1,0
0.2159,0.8778,0.6832,461.29,0.6886,1,0
-2.0532,0.0385,-1.3817,316.55,-0.9012,0,0
-0.5485,0.3277,-0.2055,425.18,-1.0216,0,0
-1.0786,-0.2743,-0.5436,287.45,-0.5211,0,0
-1.0786,-0.2743,-0.5436,452.11,-1.4048,0,1
-0.0411,-0.2743,-0.2055,465.98,-0.3333,0,1
-0.0411,0.0385,0.6832,350.06,-0.2587,0,0
1.1341,0.8778,0.9843,241.91,-0.6087,0,9999
-0.5485,0.3277,-0.2055,465.58,-0.8484,0,1
1.6056,-0.2743,0.1036,451.87,0.0441,0,1
-0.0411,0.3277,0.1036,382.13,-1.4308,0,0
-1.0786,-0.2743,-0.5436,415.72,-2.0436,0,1
-0.0411,-0.2743,0.1036,523.3,-0.5912,0,0
0.2159,0.8778,0.6832,453.56,0.494,0,0
0.2159,0.3277,-0.9276,543.66,-0.3255,0,0
0.2159,0.0385,-0.2055,363.66,0.1108,1,0
-1.0786,-0.2743,-0.5436,424.43,-0.9343,1,0
0.2159,0.8778,0.6832,427.13,0.3235,1,0
1.1341,1.9347,2.6934,503.15,-1.0769,1,0
-1.0786,-0.2743,-0.5436,466.93,-0.0099,1,0
1.6056,2.7571,0.9843,469.47,0.5128,1,0
-0.4453,-0.2419,-0.6427,322.51,0.6025,1,0
2.504,0.8778,0.6832,433.96,-0.0206,1,0
0.7826,0.8778,2.6934,450.96,0.0537,1,0
-2.5423,-2.4098,-1.566,385.9,-1.3694,1,0
0.7826,0.3277,-0.2055,492.51,-1.0399,1,0
1.6056,-0.6208,1.3297,511.73,0.4373,1,0
0.4861,-0.6208,-0.5436,560.59,2.1132,1,0
2.504,1.4986,1.7893,541.44,0.2092,1,0
2.504,2.7571,2.6934,456.21,0.7637,1,0
-0.2945,-0.2743,1.7893,472.73,0.1095,1,0
-0.0411,-0.6208,1.3297,450.64,0.2461,1,0
2.504,1.1676,1.7893,396.55,-0.1281,1,0
-1.3664,-2.4098,0.395,324.81,-1.0262,0,0
1.1341,0.0385,1.7893,411.95,-0.0815,0,0
0.2159,-0.2743,0.395,443.86,0.1095,0,0
-1.0786,-1.5227,1.7893,482.26,0.3414,0,0
1.1341,0.3277,2.6934,419.32,0.0441,0,0
-0.8077,0.0385,0.1036,364.57,0.482,0,9999
0.5717,-0.3814,1.9946,595.77,-0.9582,0,9999
0.4861,-0.2743,0.9843,434.4,1.1061,0,0
-0.0411,0.6034,-0.2055,251.21,-0.2677,0,0
0.2159,0.3277,-0.2055,430.95,-0.4261,0,0
-0.0411,-0.6208,0.395,588.64,0.4777,0,0
0.4861,0.0385,0.1036,467.43,-0.0211,0,0
-0.5485,0.0385,-0.2055,346.13,0.0336,0,0
-0.2945,0.3277,0.1036,554.97,2.1924,0,0
-0.0411,-0.6208,0.395,355.03,1.021,0,0
1.6056,0.0385,0.395,455.96,1.5033,0,0
-0.5485,-0.2743,0.0682,418.44,1.0875,0,0
-0.2945,-0.2743,1.3297,421.49,-0.5489,0,0
-1.6827,-1.0185,-0.5436,513.96,-1.8145,1,0
-0.5485,-0.2743,-0.5436,592.6,-0.3008,1,0
-0.5485,-2.4098,0.6832,547.96,0.7179,1,0
0.2159,0.6034,1.3297,339.35,0.3955,1,0
-0.0411,0.8778,-0.2055,403.22,-0.2383,1,0
-0.0411,-0.2743,0.395,530.88,-0.1531,1,0
0.7826,0.8778,-0.5436,580.13,0.0831,1,0
-0.8077,-0.2743,0.395,389.79,-1.6914,1,0
1.1341,-0.2743,2.6934,517.69,0.1857,1,0
-0.8077,-1.0185,0.1036,454.85,-1.079,1,0
0.7826,-0.6208,-0.5436,444.29,-0.8709,1,0
1.1341,0.0385,0.1036,508.4,-0.9127,1,1
-1.3664,-0.6208,-1.9702,477.65,-0.8233,1,0
-0.0411,1.1676,0.9843,514.12,1.2885,1,0
-0.5485,-1.0185,-0.2055,539.94,-1.2089,1,0
2.504,2.7571,0.6832,405.76,-0.3783,1,0
-0.8077,-2.4098,0.6832,445.88,-0.7867,1,0
-0.8077,-0.2743,-0.5436,436.11,0.1572,1,0
-3.4531,-2.4098,-3.0191,398.64,-0.514,0,0
-1.0786,-0.2743,-0.9276,390.95,-0.9185,0,0
-0.5485,-0.2743,-0.9276,564.11,1.4563,0,0
1.1341,1.4986,0.395,543.34,-0.7921,0,0
-0.2945,0.6034,-0.2055,270.21,-1.4888,0,0
-2.0532,-0.6208,-0.9276,393.75,0.262,0,0
-0.0411,0.0385,0.395,420.77,-0.074,0,0
1.1341,0.6034,2.6934,543.82,1.4235,0,0
0.7826,-0.6208,0.6832,563.55,0.1825,0,0
-1.0786,-0.2743,-0.2055,352.63,-1.0975,0,0
-0.8077,-0.2743,0.1036,596.09,-0.8484,0,0
-3.4531,-2.4098,-3.0191,448.19,-0.916,0,0
0.4861,1.9347,-0.9276,552.65,1.2156,1,1
-1.0786,1.1676,-1.3817,476.38,-0.0456,1,1
-0.2945,-1.5227,-0.9276,518.41,-1.2902,1,1
-0.2945,-0.2743,0.1036,372.79,-0.7773,1,1
-0.2945,-0.6208,0.1036,517.14,-0.5383,1,1
-1.6827,-0.6208,-0.5436,512.61,-2.0734,1,1
-1.0786,-0.2743,-0.5436,378.43,-0.11,1,0
0.1515,0.3277,0.9843,450.25,0.1385,1,1
1.6056,-0.2743,-0.9276,589.43,1.6116,1,0
1.6056,0.6034,0.6832,508.48,-0.3921,1,1
-0.2945,0.8778,0.1036,473.28,1.3181,1,0
0.1515,-0.2743,-0.5436,565.87,-1.5364,0,0
-0.5485,0.8778,0.395,450.72,0.0678,1,1
-0.8077,-1.5227,0.6832,387.65,-0.7431,1,9999
0.2159,1.1676,0.1036,537,0.8488,1,0
0.4861,-2.4098,0.395,534.77,-1.4551,1,1
0.7826,0.0385,0.395,532.15,0.8911,1,0
0.2159,0.8778,0.1036,471.27,0.7707,0,0
1.1341,0.3277,0.6832,500.53,0.922,0,0
0.4861,-0.2743,-0.2055,563.85,0.1044,1,1
-0.0411,1.1676,-0.2055,489.79,-0.8435,0,1
0.4861,-0.2743,0.395,401.69,-0.2323,0,0
0.4861,-0.6208,0.395,559.38,0.1811,0,0
-0.2945,-0.6208,0.9843,449.87,-0.4588,0,1
9999,9999,9999,277.91,0.5373,0,0
2.504,0.6034,0.395,536.05,0.2089,0,1
-0.5485,-1.5227,-0.5436,336.35,0.4209,0,0
-0.2945,0.0385,-0.2055,397.84,-1.2053,0,0
1.1341,1.4986,0.6832,494.04,1.1815,0,1
-1.0786,-1.5227,-1.3817,386.14,-0.3647,0,1
-3.4531,-2.4098,-3.0191,448.67,-1.2688,0,1
0.4861,1.4986,0.6832,367.62,-1.0088,0,1
0.2159,0.0385,-0.2055,363.37,-0.4111,0,0
-1.0786,-0.2743,-0.9276,347.98,0.1811,0,0
0.2159,0.0385,0.9843,468.79,0.2808,0,1
-1.0786,-0.2743,-0.5436,720.91,0.9484,0,0
-0.5485,0.6034,0.6832,351.66,-1.3414,0,1
0.7826,1.9347,1.3297,463.1,1.1028,0,0
-0.5485,0.6034,-0.5436,517.06,1.4796,1,0
9999,9999,9999,499.18,1.6041,1,0
1.1341,0.3277,0.1036,470.9,1.4204,1,0
-0.2945,0.0385,1.7893,500.45,0.3145,1,0
-1.0786,-0.2743,-0.9276,602.93,0.8249,1,0
1.6056,-0.6208,0.9843,700.09,0.7649,1,0
1.6056,-0.2743,1.3297,580.45,1.6908,1,0
-0.2945,-0.2743,-0.2055,533.74,0.9717,1,0
0.2159,-1.5227,-1.9702,611.35,1.1832,1,0
1.1341,-0.6208,0.6832,600.79,2.028,1,0
-1.3664,-0.2743,-0.9276,378.19,1.2624,1,0
-0.0411,0.0385,-0.5436,688.09,1.3251,1,1
-0.0411,-0.6208,0.1036,652.1,1.0277,1,0
0.2159,-1.5227,0.1036,675.3,2.4273,1,0
-0.0411,-1.0185,-0.2055,538.43,0.9453,1,0
1.1341,0.0385,1.3297,422.52,-0.0351,1,0
1.1341,0.3277,1.3297,643.76,2.1924,1,0
0.7826,-0.2743,2.6934,455,-0.0753,0,0
0.4861,0.3277,-0.9276,593.29,0.0678,0,0
-0.5485,-0.2743,-0.2055,333.31,1.2755,0,0
-1.0786,0.0385,-0.5436,553.28,0.2385,0,0
-0.2945,-1.0185,0.1036,384.53,0.9749,0,0
0.7826,-0.2743,0.9843,553.12,1.2396,0,1
0.7826,1.1676,-1.3817,620.46,1.9257,0,0
0.2159,0.0385,0.395,531.24,0.8661,0,1
0.2159,-0.6208,-1.3817,592.97,1.2093,0,0
1.1341,0.3277,-1.3817,686.68,1.5264,0,0
-0.8077,0.0385,-0.9276,546.95,0.6324,0,0
1.1341,0.6034,0.395,485.78,0.6421,0,1
-3.4531,-1.5227,-3.0191,486.83,-0.1144,0,0
-0.2945,0.6034,0.1036,487.15,0.2684,0,0
-0.5485,0.0385,-1.3817,547.27,0.7644,0,0
1.1341,1.1676,0.1036,470.19,0.4791,1,0
-0.0411,0.8778,0.6832,577.83,0.0537,1,0
-0.0411,-0.2743,-0.5436,599.75,0.4515,1,0
-0.0411,-1.5227,-0.3521,646.78,0.1329,1,0
0.2159,-1.0185,1.3297,552.01,0.6563,1,0
0.2159,0.8778,0.6832,491.48,0.3283,1,0
0.2159,-1.0185,-0.2055,490.76,-0.1935,1,0
-0.5485,-2.4098,-0.5436,457.79,0.7179,1,0
1.1341,1.1676,0.6832,627.56,0.1857,1,0
-0.8077,0.3277,-0.5436,474.48,-0.0248,1,1
-0.0411,-0.2743,-0.9276,377.88,0.2434,1,0
0.7826,1.9347,0.395,587.6,0.6651,1,0
0.4861,-2.4098,0.9843,558.13,0.4701,1,0
-0.8077,0.0385,-0.2055,364.85,-0.9755,1,0
0.7826,0.0385,0.6832,594.27,-0.802,1,1
0.2159,1.9347,0.395,462.16,0.5429,1,0
-0.2945,1.1676,-3.0191,532.39,-0.4736,1,0
0.2159,-1.0185,-0.2055,515.07,0.3081,1,0
0.4861,-1.0185,0.1036,608.2,-0.6792,0,1
1.1341,1.9347,-0.5436,543.18,0.8429,0,1
-0.5485,-0.2743,-0.4809,389.02,0.3448,0,0
2.504,1.9347,0.6832,529.96,-0.1512,0,0
-0.0411,0.6034,1.3297,347.74,0.8429,0,0
-0.0411,0.3277,-0.9276,680.03,1.2357,0,0
-0.0411,0.6034,0.1036,457.48,0.2679,0,0
1.1341,0.8778,2.6934,506.15,-0.8447,0,0
-0.8077,0.8778,-1.3817,370.42,0.2589,0,0
1.1341,2.7571,2.6934,407.86,1.5264,0,0
0.7826,0.0385,0.395,532.2,-1.1536,0,0
0.4861,-2.4098,-0.5436,566.27,0.1095,0,0
0.4861,1.9347,0.6832,560.67,-0.9688,1,0
-1.0786,-0.2743,-0.5436,524.26,0.526,0,0
0.4861,1.4986,0.6832,648.52,0.9812,0,0
0.7826,1.1676,0.1036,514.88,0.8925,0,0
0.2159,-2.4098,0.6832,495.16,0.4796,0,0
-0.2945,-0.2743,-0.2055,494.36,0.6658,0,0
-0.2945,-1.5227,0.1036,637.01,0.9291,1,0
1.1341,0.0385,0.9843,668.55,1.9633,1,0
-0.2945,-1.0185,0.1036,553.84,0.0441,1,0
9999,9999,9999,506.57,0.4817,1,0
0.7826,-0.6208,-1.9702,418.47,-1.2711,1,0
-2.5423,-1.0185,-1.9702,499.66,0.8473,1,1
1.1341,0.6034,-0.9276,595.78,1.7108,1,0
-0.5485,-0.6208,0.1036,514.99,0.8209,1,1
0.4861,1.1676,1.7893,385.82,0.0794,1,1
0.2159,0.3277,0.1036,500.93,1.9521,1,0
0.2159,0.8778,0.6832,373.19,0.6318,1,0
0.2159,1.1676,-0.5436,556.86,0.284,1,0
-0.2945,-0.6208,-1.3817,617.87,1.0012,1,0
0.2159,0.3277,0.6832,467.25,-0.0748,1,1
-0.5485,0.3277,-0.2055,594.11,0.8397,1,1
-1.0786,-0.2743,-0.2055,313.99,0.3761,0,0
0.7826,1.1676,0.395,444.66,0.4701,0,1
0.7826,1.1676,-0.5436,563.39,1.1069,0,0
0.7826,0.6034,0.395,619.1,1.5264,0,0
-0.5485,0.3277,0.6832,446.58,1.0277,0,0
-0.0411,0.6034,-1.3817,657.98,0.4979,0,0
0.4861,-2.4098,-0.9276,539.74,-1.1017,0,0
0.7826,1.1676,0.6832,587.92,-0.236,0,0
-0.8077,0.6034,0.6832,331.54,0.2617,0,0
-0.2945,-0.2743,-0.9276,551.36,1.0321,0,0
-0.0411,0.6034,0.1036,514.8,0.4796,0,0
0.4861,-0.2743,-0.2055,585.11,-0.3089,0,0
0.2159,0.8778,0.6832,477.21,0.8861,0,0
-3.4531,-2.4098,-3.0191,483.46,-0.8992,0,0
0.2159,-0.2743,-0.5436,521.86,0.9453,0,0
0.2159,-1.5227,-0.5436,677.62,0.9994,0,0
-0.0411,0.6034,-0.2055,594.57,2.3481,0,0
-0.2945,-1.0185,-0.2055,587.04,1.0875,1,0
0.2159,-2.4098,0.395,562.65,0.5324,1,0
-0.5485,-2.4098,-0.9276,555.82,0.42,1,0
-0.2945,-0.2743,0.1036,583.79,0.0741,1,0
-0.8077,0.3277,0.395,448.34,0.7104,1,0
0.7826,-1.0185,0.395,590.46,0.1399,1,0
0.2159,0.3277,0.6832,545.73,-0.0211,1,9999
1.1341,-0.6208,0.395,609.13,0.6844,1,0
-0.0411,0.0385,-0.5436,597.53,-2.1904,1,1
0.7826,-2.4098,0.6832,400.91,0.2679,1,0
-0.0411,-0.2743,-0.5436,532.55,-0.0893,1,0
0.2159,-1.0185,-0.2055,629.38,-0.1512,1,0
0.4861,-0.2743,0.395,491,-0.2216,1,0
-0.8077,-1.0185,-1.3817,449.61,-0.4833,1,1
-0.2945,-0.2743,-0.9276,582.44,-1.4663,1,1
-0.8077,-0.2743,-0.5436,556.78,1.1931,1,0
-0.2945,-0.2743,0.1036,355.71,-0.9032,1,1
-0.8077,1.1676,-0.5436,534.61,0.5081,1,0
-1.3664,-0.6208,-3.0191,462.78,-1.3166,0,1
0.7826,0.3277,1.3297,423.25,-0.0287,0,1
-3.4531,-2.4098,-3.0191,509.67,0.5324,0,0
0.2159,0.8778,1.3297,382.53,1.1436,0,0
0.2159,-0.6208,-1.3817,656.3,-0.0751,0,0
-0.0411,-1.0185,-0.9276,517.53,-0.3894,0,0
-0.5485,0.0385,-1.3817,505.67,-0.4961,0,0
-0.8077,0.0385,0.1036,419.32,0.1816,0,0
-0.0411,0.8778,0.395,476.16,-0.5472,0,0
-2.0532,-0.6208,-1.9702,457.97,-1.3044,0,0
-0.2945,-0.6208,0.6832,477.69,-0.3152,0,0
-0.0411,0.8778,0.6832,376.44,0.6316,0,0
0.4861,0.0385,-0.2055,593.21,-0.7867,0,0
-0.2945,-0.6208,0.9843,611.89,0.1385,0,0
-0.2945,-1.0185,-0.2055,408.58,-0.7246,0,0
-0.0411,0.8778,-0.2055,483.06,-1.7237,0,1
-0.5485,0.0385,-0.2055,323.28,-0.0409,0,1
-1.0786,-0.2743,-0.5436,528.35,0.1892,0,0
0.4861,-0.6208,-0.9276,530.4,-0.3944,1,0
1.1341,-0.6208,-0.5436,572.66,0.317,1,0
0.4861,0.6034,-0.9276,624.23,0.6845,0,0
-0.8077,-2.4098,-1.3817,502.36,0.2114,1,0
1.1341,1.4986,0.1036,562.65,1.1931,1,1
0.4861,-1.0185,-0.9276,602.93,2.4162,1,0
1.6056,0.8778,-0.2055,666.48,1.2125,1,0
-0.8077,-1.5227,0.6832,634.15,0.1065,1,0
2.504,1.4986,0.395,648.37,1.0572,1,0
-1.3664,-0.2743,-0.9276,609.05,1.2885,1,0
1.1341,-1.0185,-0.2055,581.16,1.8987,1,0
0.4861,-0.2743,0.1036,534.06,1.2885,1,0
1.1341,-1.0185,-0.5436,444.85,0.3976,1,0
2.504,-0.2743,0.395,552.33,0.4777,1,9999
-0.2945,-1.0185,-0.9276,667.04,0.9125,1,1
-0.2945,-0.2743,-0.5436,656,1.79,1,1
2.504,1.9347,0.6832,732.42,0.6388,1,1
2.504,0.3277,0.9843,695.32,1.6085,1,1
1.1341,-0.2743,-0.5436,622.55,1.2357,1,0
-0.2945,0.6034,-0.9276,662.83,0.7972,1,1
-0.5485,-0.6208,-1.3817,736.23,1.2459,1,1
0.7826,0.8778,-0.2055,448.75,0.8499,0,0
-0.0411,0.0385,0.9843,472.24,1.9257,0,0
-0.8077,0.3277,0.9843,280.31,0.4249,0,0
0.2159,0.0385,0.1036,339,-0.0456,0,0
0.2159,0.0385,0.1036,482.9,1.1069,0,0
0.4861,0.3277,-1.3817,508.87,1.2885,0,0
0.7826,1.9347,-0.9276,662.15,1.7636,0,0
-0.8077,-0.2743,-0.9276,570.04,-0.6727,0,0
1.6056,1.4986,0.395,448.75,-0.6528,0,1
-3.4531,-2.4098,-2.7204,317.59,-1.802,0,1
-0.0411,0.3277,-0.9276,577.09,1.1403,0,1
-0.5485,-2.4098,-1.3817,491.07,1.6155,0,0
0.7826,0.0385,0.7879,462.62,0.0553,0,1
-1.0786,-0.6208,-1.3817,400.65,0.5693,0,9999
-0.0411,0.3277,-0.5436,535.41,1.4499,0,0
0.7826,-0.6208,0.1036,692.86,1.3877,0,1
-0.5485,0.0385,-0.9276,524.26,1.6947,0,0
0.2159,0.6034,0.9843,380.34,-0.1136,1,1
-2.0532,-1.5227,-1.3817,364.85,0.8008,1,0
0.7826,0.3277,0.6832,707.79,0.3247,1,0
-0.8077,-1.0185,-0.9276,443.1,-2.3377,1,1
9999,9999,9999,491.87,0.217,1,0
1.6056,0.8778,2.6934,505.14,0.6021,1,1
0.2159,-1.0185,0.1036,693.02,1.2885,1,1
1.1341,0.0385,-0.9276,598.96,1.1345,1,0
0.478,0.8778,-0.3521,617.87,0.902,1,1
-1.0786,-2.4098,-1.6868,358.02,0.5834,1,9999
-0.0411,-0.2743,-0.2055,640.03,0.1825,1,0
1.1341,1.9347,0.1036,632.01,1.0548,1,1
0.2159,0.3277,0.6832,551.53,-0.8975,1,1
-0.5485,0.6034,1.3297,533.9,-0.7576,1,1
-0.2945,-0.6208,-0.5436,581.48,1.1069,1,1
-0.2945,0.6034,1.3297,539.62,0.7358,1,0
1.1341,1.4986,0.9843,409.02,0.8282,1,1
1.1341,0.6034,0.9843,685.07,-0.2968,1,1
-0.8077,0.8778,-0.2055,358.1,0.6799,1,0
-0.5485,-0.2743,-0.9276,537.57,0.2679,0,1
-0.0411,-0.6208,0.395,655.02,0.1399,0,1
0.5849,0.6034,0.4361,485.22,0.1347,0,1
-0.0411,1.1676,0.395,468.71,0.2539,0,0
0.2159,-0.2743,-0.9276,531.96,-0.6463,0,0
0.4861,0.6034,0.9843,611.89,0.3457,0,1
-0.8077,0.6034,-0.2055,317.51,-0.1424,0,1
0.4861,1.1676,0.395,545.11,1.0812,0,1
9999,9999,0.4031,275.91,0.4686,0,9999
-1.6827,-0.2743,-0.4768,413.55,-1.0655,0,1
-1.3664,-1.5227,-0.5436,566.27,0.9812,0,1
0.7826,0.8778,0.6832,560.98,1.9257,0,1
-0.0411,-0.6208,-0.5436,431.27,0.738,0,1
2.504,0.3277,0.6832,561.78,-0.5264,0,1
1.6056,-0.2743,1.3297,467.51,-0.0064,0,1
0.4861,1.1676,1.3297,376.44,-0.8992,0,1
0.2159,1.4986,1.7893,481.21,0.3676,0,1
-1.2558,-1.5227,-3.0191,600.23,0.5552,1,0
1.1341,-0.6208,-0.9276,617.47,0.3985,1,9999
-0.2945,-1.5227,-0.5436,490.21,-0.2996,1,0
-3.4531,-1.0185,-1.9702,397.82,-0.5103,1,0
2.504,1.1676,-0.5436,625.73,0.2881,1,0
1.6056,0.6034,-0.9276,663.07,1.0284,1,1
-0.5485,-0.2743,-1.9702,505.7,0.2403,1,0
-1.0786,-1.5227,-0.9276,675.86,0.6915,1,0
-0.0411,-1.0185,-0.9276,644.24,0.8133,1,1
-1.6827,-1.5227,-0.5436,597.37,-0.1463,1,0
0.2159,-0.2743,-0.2055,592.05,1.386,1,0
2.504,2.7571,-0.9276,589.19,0.9266,1,0
0.7826,0.3277,0.9843,543.27,0.0099,1,1
-0.8077,-0.2743,-0.5436,465.82,0.3054,1,0
-0.6576,-0.9416,9999,505.7,0.4549,1,9999
-0.5485,-0.2743,-0.5436,614.13,1.1931,1,0
-0.8077,-1.5227,-0.9276,516.98,-0.211,1,0
-1.6827,-2.4098,-0.9276,479.96,-0.236,1,0
1.6056,0.6034,1.7893,611.59,0.8249,1,0
-1.3664,-1.5227,-0.5436,513.72,1.1069,1,0
-0.8077,0.3277,0.1036,429.19,1.632,0,0
-0.5485,-0.2743,-0.5436,461.57,-1.4744,0,1
-1.6827,-2.4098,-1.3817,549.92,-0.2116,0,0
-0.0411,0.6034,0.395,471.59,0.6316,0,0
-0.5485,0.8778,-3.0191,645.48,0.0537,0,0
1.1341,0.6034,0.395,626,0.7179,0,0
-0.6357,0.6034,-1.3817,357.84,1.0013,0,0
-0.2945,0.8778,0.6832,494.04,1.2885,0,0
-0.8077,-1.0185,-0.9276,575.65,1.0548,0,0
0.7826,-0.2743,1.3297,600.26,1.5792,0,0
-1.0786,-0.2743,-0.5436,533.24,0.6021,0,0
-0.2945,0.6034,0.6832,530.44,0.9756,0,0
-3.4531,-2.4098,-3.0191,410.27,-0.4996,0,0
-0.5485,-0.2743,-0.9276,440.09,-0.9079,0,0
-1.0786,-0.2743,-0.5436,455.56,1.0012,0,0
-0.5485,-0.2743,0.395,613.01,-0.2367,0,0
-2.5423,-2.4098,-0.9276,476.8,0.5771,0,9999
-0.2945,0.0385,-0.5436,475.51,-1.2934,1,1
-1.3664,-0.6208,-0.5436,349.6,-2.4345,1,1
0.4861,0.8778,0.1036,431.18,-0.7867,1,9999
-0.2945,0.8778,-0.2055,575.13,0.1345,1,1
0.7826,0.8778,0.395,630.18,-0.2744,1,0
-0.2945,0.0385,0.395,396.94,-0.9301,1,1
-0.0411,-0.6208,0.9843,394.87,-0.5957,0,1
-0.8077,-0.2743,-0.5436,452.11,0.7991,0,1
-0.0411,-0.2743,-0.9276,346.5,-0.0146,1,1
0.2159,-0.6208,-0.2055,526.43,-0.4183,0,1
0.4861,0.3277,0.395,487.15,0.4758,0,1
2.504,1.4986,-0.5436,432.87,-0.5781,0,1
-1.0786,-0.6208,0.1036,448.91,0.6137,0,0
-1.0786,-0.2743,-0.5436,439.45,-0.373,0,1
0.7826,1.1676,0.395,466.3,-0.4214,0,1
-1.0786,-0.2743,-0.5436,309.42,-1.5703,0,0
9999,9999,1.8159,415.08,-0.5148,0,0
