CSTRAT,ELAB,MEMO,READING,ESCS,GENDER,IMMIGR
1.6056,2.7571,-0.5436,577.41,0.8119,0,0
-0.2945,0.0385,-0.5436,488.99,1.0245,0,0
1.1341,0.3277,-0.9276,635.7,1.4204,0,0
-0.8077,-0.2743,-0.5436,311.62,-0.1434,1,0
0.8485,-0.2743,0.395,566.15,0.4979,1,0
1.1341,0.6034,-0.9276,618.66,0.4373,1,1
1.6056,0.3277,0.6832,533.82,0.4043,1,0
1.6056,0.3277,-0.2055,517.69,-0.533,1,0
-1.6827,-1.5227,-0.9276,434.2,0.2429,1,0
1.1341,1.9347,1.3297,489.17,-0.3288,1,0
-0.8077,-0.2743,-1.9702,410.13,-0.0127,1,0
1.1341,0.8778,0.9843,626.13,0.5011,1,0
0.2159,-1.0185,0.1036,525.4,0.2642,1,0
0.2159,0.8778,0.395,445.88,-0.1075,1,0
-0.0411,0.8778,0.395,494.97,0.0177,1,0
0.2159,-2.4098,-0.5436,509.83,-0.7653,1,0
0.4861,1.1676,0.395,520.1,0.8499,0,0
-0.8077,0.3277,0.1036,498.13,0.6563,0,1
0.4861,-0.2743,0.395,618.54,0.7491,0,0
-0.2945,0.3277,0.395,456.36,-1.0136,0,0
-3.4531,-2.4098,-1.3817,423.4,0.9484,1,0
-1.0786,-0.2743,-0.5436,370.98,0.713,0,0
-1.0764,-0.2743,-0.9276,403.53,-0.1852,0,9999
-0.5485,-0.2743,-0.5436,477.21,0.3962,0,0
0.4861,0.3277,-1.3817,623.43,1.0812,1,0
0.7826,-1.0185,0.1036,618.58,0.3037,1,0
0.7826,-1.5227,-0.5436,671.17,1.1931,1,0
-0.2945,-1.0185,-0.5436,627.08,0.8429,1,0
-0.8077,-2.4098,0.9843,573.54,0.342,1,1
1.1341,-0.2743,0.4361,687.93,1.5264,1,0
-1.6827,-1.0185,-0.5436,562.34,0.1269,1,0
-0.2945,0.6034,0.1036,518.96,-1.2617,1,0
0.4861,-1.0185,-0.2055,631.61,1.1931,1,0
0.4861,-0.6208,-0.2055,602.37,0.6685,1,0
-0.2945,0.3277,-0.9276,698.42,-0.235,1,0
0.2159,0.8778,0.9843,505.78,1.1931,1,0
-0.0411,0.6034,0.6832,569.4,0.6499,0,0
0.2159,0.8778,0.6832,558.09,1.5825,0,0
0.4861,0.8778,0.6832,478.73,0.2693,0,0
0.2159,0.8778,0.395,374.67,-1.2015,0,0
-0.0411,-0.6208,0.395,534.36,0.1058,0,0
0.2159,0.3277,-0.5436,485.78,0.8499,0,0
-0.8077,-0.2743,-0.5436,485.62,0.2665,0,0
0.2159,0.3277,-0.2055,573.73,0.1359,0,0
-0.5485,-1.0185,-0.9276,441.43,-0.9079,1,0
-1.3664,0.3277,-3.0191,603.8,1.8195,1,1
0.2159,0.3277,0.395,536.36,0.6563,1,0
-0.0411,0.0385,-0.2055,430.31,0.3649,1,0
0.7826,0.0385,1.3297,519.36,1.1139,1,0
2.504,2.7571,-0.5436,699.21,0.0678,1,0
0.7826,0.3277,-0.5436,508.32,0.5629,1,0
2.504,2.7571,1.3297,493.62,0.4218,1,0
-0.2945,0.0385,0.395,536.84,0.7177,1,0
-1.0786,-0.2743,-0.5436,349.6,-0.5053,1,0
-1.0786,-1.5227,-1.9702,352.14,-1.0447,1,1
-0.8077,0.8778,-1.3817,448.58,-1.0731,1,0
-0.8077,0.3277,-0.5436,465.1,-0.954,0,1
0.4861,0.6034,0.1036,537.81,-1.48,0,0
-0.8077,-0.2743,-0.5436,368.42,-0.3455,0,1
-0.5485,0.3277,-0.5493,496.45,0.842,0,0
-0.0411,0.6034,0.1036,440.09,-0.6109,0,0
-1.0786,0.0351,-0.5436,468.95,-1.0391,0,1
-0.2945,0.0385,-0.5436,471.19,-0.0276,0,0
-0.2945,0.3277,0.1036,438.24,-0.6117,0,1
-2.5423,-2.4098,-1.9702,369.46,-1.0494,0,1
-0.2945,0.3277,0.1036,535.01,-2.2021,0,1
-0.0411,-0.6208,-1.9702,547.99,-0.2096,0,0
0.4861,-0.2743,-1.3817,647.16,2.1132,0,0
-0.5485,0.0385,0.395,438.48,0.2881,0,9999
-0.2945,-0.6208,-0.5436,462.62,-1.499,0,1
-0.5485,-0.6208,-0.9276,482.02,0.1469,0,0
-0.0411,-1.5227,0.1036,444.34,-0.8551,0,1
-0.2945,0.3277,-0.9276,476.97,-0.8037,0,0
0.2159,0.0385,-0.2055,628.32,1.5852,0,0
1.1341,0.6034,0.1036,607,1.7436,0,0
-1.0786,-0.2743,-0.5436,487.31,-0.8599,0,1
0.4861,0.0385,-0.5436,601.66,0.2289,1,0
-1.0786,0.0385,1.3297,444.05,-0.9655,1,0
-3.4531,-1.5227,-1.3817,482.02,-1.4597,1,0
0.7826,1.4986,0.1036,522.14,0.1875,1,0
-0.2945,-0.2743,0.6832,529.61,-0.0101,1,0
-0.0411,-1.0185,-0.4809,682.05,0.0146,1,0
-0.8077,-0.2743,0.395,556.3,0.9548,1,0
-0.8077,-1.5227,-0.9276,370.97,0.8956,1,0
0.7826,0.6034,1.3297,394.8,0.1889,1,0
-0.5485,-2.4098,-0.2055,425.22,0.3081,1,0
-0.2945,-0.2743,-0.2055,334.19,-0.4822,1,0
-0.5485,-0.6208,-0.2055,470.82,0.8401,1,0
-0.8077,-1.5227,0.6832,486.15,0.4796,1,0
-0.5485,-1.5227,-0.2055,493.46,-0.3008,1,0
1.6056,-1.0185,0.9843,555.82,-0.2574,1,0
0.7826,0.6034,-0.9276,597.13,0.1219,1,0
-0.5485,0.0385,-0.5436,505.75,1.4472,0,0
-0.5485,-1.5227,-0.5436,524.02,0.7394,0,0
-1.0786,0.3277,-0.9276,438.16,0.1033,0,0
1.1341,0.3277,0.6832,510.48,1.1931,0,0
-1.0786,0.3277,-0.9276,330.26,0.067,0,0
0.4861,0.0385,-0.9276,541.26,1.5264,0,0
-1.0786,-0.2743,-0.5436,369.06,1.3181,0,0
-0.8077,-0.2743,-0.5436,316.79,-0.3536,0,0
-0.2945,-0.6208,0.1036,686.12,1.5264,0,0
0.4861,0.6034,-0.2055,546.39,0.8401,0,0
-0.8077,-1.0185,-3.0191,582.22,0.2177,0,0
-1.0786,-0.2743,-1.3817,448.19,0.326,0,0
-0.2945,-0.6208,0.395,514.48,1.1832,0,0
-1.3664,-1.5227,-0.9276,396.24,-0.155,0,0
-2.5423,-1.5227,-0.9276,378.28,0.6576,0,0
-0.0411,-2.4098,-1.3817,585.93,0.6582,1,0
-0.2945,0.6034,-1.9702,679.27,0.1399,1,0
0.2159,-2.4098,-1.3817,612.7,0.3955,1,0
0.4861,1.9347,-0.9276,649.56,1.1892,1,0
-0.2945,0.0385,-0.9276,568.69,0.3427,1,0
-0.8077,-1.0185,-0.2055,516.82,-0.2824,1,0
-0.5485,1.1676,0.1036,560.83,-0.0456,1,0
-1.0786,-0.2743,-1.9702,477.26,-0.0712,1,0
0.7826,-0.2743,0.1036,578.86,0.2353,1,0
-0.5485,0.0385,-0.2055,489.09,0.1345,1,0
1.1341,1.1676,0.6832,561.94,0.9984,1,0
-0.0411,0.6034,-0.2055,399.56,0.9255,1,0
-1.3664,-1.0185,-0.5436,525.32,-0.8484,1,0
0.7826,2.7571,-1.9702,550.66,0.8069,1,0
0.4861,0.0385,-0.2055,481.15,-0.5594,1,0
1.1341,1.9347,0.6832,652.02,1.1597,1,0
-1.0786,-0.2743,-0.5436,510.15,0.064,0,0
-3.4531,-2.4098,-3.0191,341.32,-0.9343,0,0
-3.4531,-2.4098,-3.0191,282.16,-0.9655,0,0
-0.2945,1.4986,-0.9276,529.72,-0.0893,0,0
1.6056,1.9347,1.7893,603.79,0.633,0,0
-1.3664,-0.2743,-0.9276,483.7,0.028,0,0
-0.5485,-0.2743,-1.3817,509.67,-0.9713,0,0
-0.0411,0.3277,-0.2055,280.8,0.3955,0,0
-0.2945,0.0385,-0.2055,550.8,0.4173,0,0
-3.4531,-2.4098,-3.0191,533.08,0.064,0,0
0.2159,0.6034,0.6832,473.2,0.8333,0,0
-1.3664,-0.2743,0.1036,473.12,-0.2851,0,0
0.2159,0.8778,0.6832,570.44,0.8692,0,0
-1.0786,-0.2743,-0.5436,443.29,0.4218,0,0
-0.5485,0.3277,0.1036,434.56,0.606,0,0
-0.5485,-0.2743,-1.9702,508.07,0.4058,0,0
0.2159,0.8778,0.6832,343.65,-0.3638,0,0
0.2159,0.6034,0.1036,444.42,1.8176,0,0
0.2159,0.8778,0.6832,549.6,0.1399,0,0
1.1341,2.7571,1.3297,427.21,-0.4492,1,0
-1.0786,-1.0185,-0.5436,386.14,0.0534,1,0
-2.5423,-2.4098,0.6832,543.99,-0.6175,1,0
-0.8077,-0.2743,-1.3817,397.34,-0.7339,1,9999
-0.0411,-1.0185,0.395,408.86,-0.1671,1,0
0.4861,-0.2743,1.7893,438.17,0.5835,1,0
-0.5485,0.0385,0.9843,458.19,-0.1807,1,0
-0.8077,-1.0185,1.3297,429.04,0.5243,1,0
-1.0786,-1.0185,0.9843,366.04,0.3104,1,0
-2.5423,-0.2743,-1.3817,378.04,0.8209,1,0
-1.3664,-1.5227,-0.9276,373.91,-0.5225,1,0
-0.2945,-2.4098,-0.2055,646.31,-0.0051,1,0
-0.8077,-1.5227,0.1036,520.55,0.2526,1,0
-1.0786,-0.6208,-0.9276,448.82,-0.3638,1,0
-0.5485,0.3277,0.395,370.25,0.5268,1,0
-1.3664,0.0385,-1.3817,611.51,-0.3255,1,0
0.7826,0.3277,0.1036,529.29,0.2089,1,0
-1.3664,-0.6208,2.6934,435.23,0.2899,1,0
-1.0786,-0.2743,-0.5436,364.37,-0.0512,1,0
-2.0532,-1.0185,0.6832,492.35,-0.3583,1,0
-0.0411,-1.5227,0.6832,344.19,-0.8428,1,0
0.4861,0.8778,-0.2055,432.93,0.4732,1,0
0.5878,-0.2743,1.3297,315.27,1.1333,0,0
-0.8077,-0.6208,-0.2055,432.87,0.7855,0,0
-1.0786,0.0385,-1.3817,518.65,0.1906,0,0
0.2159,0.6034,0.9843,368.5,-0.688,0,0
1.1341,0.6034,1.3297,487.31,0.0349,0,0
-2.0532,-1.0185,-1.3817,328.17,-1.1318,0,0
0.2159,0.8778,-0.9276,406.42,-0.5006,0,0
0.2159,0.3277,0.395,529.07,1.3443,0,0
0.2159,0.8778,0.6832,352.95,0.1857,0,0
-0.0411,0.0385,0.1036,449.23,-0.6811,0,0
-0.0411,0.8778,0.9843,389.42,-0.4996,0,0
2.504,2.7571,2.6934,497.81,-1.3327,0,0
-0.8077,-0.2743,-0.2055,509.99,-0.1499,0,0
0.2159,0.8778,0.395,431.59,0.9034,0,0
1.6056,0.6034,-0.5436,535.41,1.2885,1,0
0.7826,0.3277,-0.9276,557.65,-0.7337,1,0
-0.0411,0.6034,-0.9276,525.32,1.0876,1,0
2.504,0.0385,1.3297,455.73,0.5803,1,0
0.4861,-0.2743,-0.5436,586.17,0.815,1,0
-1.0786,-0.2743,-0.5436,456.44,0.078,1,0
0.4861,0.3277,0.9843,557.89,0.322,1,0
0.2159,0.3277,-0.5436,417.92,-0.8484,1,0
-1.0786,-0.2743,-0.5436,424.03,1.1069,1,0
0.2159,-0.6208,-0.5436,611.83,-0.0829,1,0
-2.0532,0.0385,-0.5436,512.29,1.0245,1,0
0.4861,-0.2743,-0.5436,598.48,-0.2135,1,0
-0.2945,0.0385,-0.9276,572.98,0.1927,1,0
0.7826,-0.6208,-0.5436,707.08,0.5532,1,0
0.2159,0.8778,0.6832,536.84,-0.2304,1,0
-0.0411,-0.2743,-0.2055,484.01,0.0146,1,0
1.1341,-1.0185,1.3297,606.66,1.2093,1,0
2.504,1.9347,0.6832,563.05,1.4996,1,0
0.4861,1.4986,-1.3817,575.92,0.2061,1,0
-0.8077,-0.2743,0.1036,388.86,0.1345,0,0
-0.3772,-1.5227,0.1036,484.02,0.1128,0,0
0.2159,-0.2743,0.395,574.93,1.1597,0,1
-0.2945,-0.2743,-0.9276,545.67,-0.4152,0,0
0.2159,-0.2743,-0.9276,510.48,-0.347,0,0
-0.0411,0.0385,-0.2055,514.64,0.7417,0,0
-0.8077,0.3277,0.1036,602.03,0.5569,0,0
0.7826,0.6034,-3.0191,712.1,0.8661,0,0
-0.2945,0.8778,0.1036,547.27,0.3278,0,0
-0.0411,-0.6208,0.1036,560.02,0.9284,0,0
2.504,1.4986,-0.2055,524.1,-0.0248,0,0
-0.0411,-0.6208,0.1036,431.27,-1.0427,0,0
-0.0411,0.0385,0.1036,548.47,0.3631,0,0
1.1341,-1.0185,-0.5436,680.51,0.1811,0,0
0.4861,0.6034,0.1036,523.14,-0.5006,0,0
-1.0786,-0.2743,-0.5436,425.9,-0.1012,0,0
-0.8077,-0.2743,-0.5436,629.36,0.2617,0,0
0.2159,-2.4098,-0.5436,521.11,0.7833,1,0
-0.2945,-0.6208,0.1036,529.13,0.1399,1,0
-0.2945,-0.6208,-0.9276,631.53,0.7622,1,0
0.2159,-1.0185,-0.2055,522.54,0.5852,1,0
0.2159,0.3277,0.395,428.4,2.4273,1,0
-0.5485,-0.6208,0.395,467.02,0.1128,0,0
0.7826,0.3277,0.9843,533.72,1.8201,0,0
1.1341,0.6034,2.6934,647.96,1.6083,0,0
-0.0411,-1.0185,-1.9702,610.2,1.2885,0,0
0.2159,0.3277,0.6832,517.61,0.7605,1,0
1.1341,-0.6208,1.3297,461.53,0.9812,1,0
-0.8077,-2.4098,0.395,555.27,0.1128,1,0
0.4861,0.0351,0.395,589.66,0.2684,1,0
-0.0411,-0.2743,-0.5436,671.96,0.3754,1,0
0.4861,0.0385,-0.2055,524.84,0.7707,1,0
-0.8077,-2.4098,0.9843,513,-0.0087,1,0
0.2159,-1.0185,0.395,546.77,0.0688,1,0
-0.2945,0.0385,0.1036,521.06,0.9548,0,1
-0.0411,-1.5227,-0.5436,670.3,1.054,1,0
1.1341,-0.2743,-0.5436,666.24,1.4499,1,0
-0.2945,0.0385,0.1036,394.24,0.1316,1,0
1.1341,0.8778,-1.9702,597.45,1.054,1,0
-0.2945,0.6034,-0.9276,530.48,0.7637,1,0
-0.8077,0.8778,-0.5436,500.69,0.2684,1,0
0.7826,0.8778,0.395,531.99,1.5528,1,0
1.6056,-0.6208,1.3297,401.71,0.0728,1,0
-0.8077,-0.6208,-0.5436,593.08,0.4289,1,0
-1.0786,-0.2743,-0.2055,322.88,0.342,0,0
-0.2945,-0.6208,0.395,376.19,1.2987,0,0
0.4861,-1.5227,0.9843,536.93,0.0349,0,0
-0.8077,0.0385,-1.9702,424.22,-0.6643,0,0
0.7826,0.0385,-0.5436,597.78,0.7109,0,0
-0.8077,1.1676,-1.9702,563.06,0.7605,0,0
-0.0411,-0.6208,0.1036,589.68,0.6799,0,0
0.4861,-0.2743,-0.9276,584.39,0.6665,0,0
-0.0411,-0.2743,-1.9702,726.37,0.7605,0,1
0.4861,-0.6208,-1.3817,560.58,1.7172,0,0
0.4861,1.1676,0.395,491.32,-0.1451,0,0
-1.0786,-0.2743,-0.5436,356.23,0.0567,0,0
-2.0532,-1.5227,-1.9702,618.7,1.7172,0,0
-0.0411,-1.0185,-0.9276,560.34,1.0875,0,0
0.2159,-0.2743,-0.2055,654.94,1.2885,0,0
-0.2945,-0.6208,-0.2055,500.94,0.1364,0,0
-1.0559,-1.911,-0.4809,440.41,-0.2586,0,0
1.1341,0.8778,0.1036,673.21,1.3152,0,0
0.2159,0.8778,1.7893,440.16,-0.0579,1,0
-3.4531,-2.4098,-3.0191,489.89,0.4289,1,0
0.4861,0.3277,0.6832,516.02,-0.4433,1,0
2.504,-1.5227,2.6934,489.57,-0.0615,1,0
1.1341,1.9347,1.3297,481.39,0.0786,1,0
0.7826,-0.6208,-0.2055,690.16,1.632,1,0
2.504,1.9347,1.7893,625.73,-1.0088,1,0
1.1341,-0.2743,-0.5436,558.21,0.284,1,0
-0.2945,0.3277,-0.5436,534.14,0.1219,1,0
0.2159,0.3277,0.395,425.62,0.9202,1,0
-0.3193,-0.6208,-0.2055,506.25,-1.3568,1,0
1.1341,1.4986,2.6934,492.59,1.6908,1,0
0.4861,-0.2743,0.1036,553.12,-0.3299,1,0
0.2159,-0.6208,0.1036,447.78,-0.6811,1,0
-0.2945,-0.6208,0.9843,462.8,0.4758,1,0
-0.8077,-0.6208,-0.2055,573.54,-0.5755,1,0
-0.5485,-0.2743,-0.2055,494.97,1.1069,1,0
-0.5485,0.8778,-0.9276,456.6,-0.7339,1,0
0.4861,0.0385,1.3297,554.63,0.2539,1,0
-0.5485,0.8778,0.1036,509.11,-0.1324,1,0
-0.2945,-0.6208,-1.3817,685.87,0.42,1,0
-0.8077,-0.6208,0.9843,553.44,-0.0783,0,0
0.4861,0.3277,0.9843,387.82,0.606,0,0
1.6056,0.0385,2.6934,598.24,-0.1407,1,0
-0.8077,-1.0185,0.1036,529.07,0.8303,0,0
-0.5485,0.0385,-0.2055,569.4,0.0272,0,0
-1.0786,0.0385,0.1036,372.67,0.7605,0,0
-0.2945,0.6034,0.6832,430.95,0.4532,0,0
1.2702,9999,0.4353,403.21,-0.1074,0,9999
-0.0411,0.6034,-0.5436,454.36,1.0248,0,0
0.4861,0.0385,1.3297,427.53,1.4268,1,0
1.6056,-0.2743,-0.8737,330.82,1.3443,0,0
-1.3664,0.0385,-0.9276,426.38,-0.0064,0,0
-0.8077,-1.0185,-0.5436,504.54,0.3581,0,0
-0.2945,0.3277,-0.9276,596.25,1.1931,0,0
-1.0786,-0.6208,0.1036,474.8,-0.7214,0,0
0.2159,-1.5227,0.395,617.26,0.6813,0,0
-0.0411,1.1676,0.1036,554.17,-0.0456,0,0
-0.2945,-2.4098,0.395,505.58,-0.072,0,0
0.4861,-0.6208,-0.5436,609.8,0.5588,0,0
-1.0786,-0.2743,-0.5436,398.08,-0.0057,0,0
2.504,1.4986,1.3297,569.01,1.2885,1,0
2.504,1.9347,-0.2055,740.44,1.8465,1,0
0.2159,0.6034,-0.5436,586.88,1.6908,1,0
-1.1021,0.0385,-1.9702,525.64,-1.5048,1,0
-0.8077,-0.2743,0.1036,486.07,1.1931,1,0
-0.0411,-0.2743,0.395,729.56,1.3613,1,0
-2.0532,-1.5227,-1.3817,353.33,0.9774,1,0
2.504,1.1676,1.3297,633.91,-0.3455,1,0
-0.2945,-0.6208,-0.9276,581.48,0.5243,1,0
0.7826,1.1676,0.6832,551.06,0.0544,1,0
0.8485,0.6034,1.3297,501.8,1.3443,1,0
0.7826,0.6034,1.7893,571.63,1.3476,1,1
0.4861,0.8778,-0.9276,649.24,1.1931,1,0
-0.2945,-0.2743,-0.2055,471.14,-0.688,1,0
-1.0786,-0.6208,-0.9276,637.09,1.1597,1,0
-0.5485,-2.4098,0.9843,456.13,-0.395,1,0
-0.2945,0.0385,-0.9276,727.57,1.5852,1,0
-0.6357,-0.2453,-0.4768,333.95,0.8069,1,0
-0.0411,-0.2743,-0.9276,645.51,0.3967,1,0
1.1341,1.4986,-0.9276,530.88,-0.7112,1,0
-0.5485,-1.0185,-1.3817,549.76,0.8179,0,0
-0.8077,0.0385,0.1036,422.45,-0.07,0,0
9999,9999,9999,421.65,0.1221,0,0
-0.5485,0.3277,0.1036,478.01,-0.1671,0,0
-3.4531,-2.4098,-3.0191,657.5,0.6054,0,0
-0.0411,-1.0185,-0.2055,624.23,1.1597,0,0
-1.0786,-0.2743,-0.5436,324.33,0.922,0,0
0.4861,0.0385,0.6832,485.22,1.3413,0,0
0.4861,1.4986,0.1036,554.01,0.8737,0,0
-0.8077,-1.5227,-3.0191,524.91,0.5493,0,0
0.7826,0.6034,0.395,362.57,1.638,0,0
-0.2945,-0.2743,-0.9276,606.19,0.1065,0,0
-0.5485,-0.2743,-0.5436,515.37,1.0875,0,0
-1.0786,-0.6208,-0.9276,345.81,1.7477,0,0
0.7826,0.0385,-0.5436,442.33,0.6316,0,0
0.2159,0.3277,0.1036,544.95,0.7869,0,0
-1.6827,-0.2743,-0.9276,538.93,-1.0769,0,0
0.2159,-0.2743,0.395,594.57,1.3212,0,0
-2.5423,-2.4098,-1.3817,411.07,-0.6352,0,0
-0.0411,0.6034,0.3684,597.22,0.2712,0,0
-0.8077,0.8778,-0.2055,535.17,1.3413,1,0
0.4861,-0.2743,-1.9702,709.06,0.8133,1,0
-0.5485,0.0385,0.1036,440.87,0.6151,1,0
1.1341,-0.2743,0.9843,573.78,1.8993,1,0
-0.0411,-0.2743,0.395,521.27,-0.395,1,1
-0.8077,-0.2743,0.395,516.1,0.9548,1,0
-1.0786,-1.0185,0.1036,499.58,0.6576,1,0
2.504,-0.2743,0.9843,636.61,1.4505,1,0
1.1341,1.4986,0.9843,450.25,0.8957,1,0
0.7826,0.0385,-0.2055,620.41,0.9703,1,0
-1.0786,-0.2743,-0.5436,617.31,1.9785,1,0
-1.3664,-1.5227,-0.5436,479.8,-0.5495,1,0
0.4861,0.8778,-0.2055,531.2,1.4736,1,0
0.7826,-1.0185,0.395,477.18,0.902,1,0
-0.2945,0.8778,-1.9702,512.69,0.8925,1,0
2.504,1.1676,-1.9702,639.71,0.922,1,0
-3.4531,-2.4098,-1.3817,479.08,0.4528,1,0
-0.2945,0.0385,0.6832,506.57,1.3971,1,0
0.4861,0.8778,-0.2055,494.76,1.5792,0,0
-0.5485,-1.0185,-0.5436,577.9,1.8723,0,0
-3.4531,-2.4098,-3.0191,619.18,0.0935,0,1
0.4861,-1.0185,0.7412,576.21,1.902,0,0
0.4861,0.3277,-0.9276,531.72,1.6155,0,0
-0.5485,0.0385,-0.2055,562.82,0.3368,0,0
0.7826,1.1676,0.6832,473.52,1.3609,0,0
-0.2945,-0.2743,0.6832,545.59,1.3971,0,0
-0.0411,0.0385,0.395,517.29,0.2617,0,0
-1.0786,-1.5227,-0.5436,605.87,1.9521,0,0
0.2159,0.8778,0.395,506.87,1.4736,0,0
0.2159,-0.2743,-0.5436,537.25,0.7179,0,0
-0.2945,-1.5227,-0.5436,377.48,0.0241,0,0
-0.2945,-0.6208,-0.5436,517.53,2.028,0,0
-0.8077,-1.5227,-0.9276,671.89,1.8096,1,0
-0.0411,-1.5227,-0.5436,609.08,0.9548,0,0
-0.2945,0.3277,-0.5436,568.6,9999,0,0
-0.2945,0.0385,0.6832,550.08,1.3971,0,0
-1.6827,-1.5227,-1.3817,408.22,-0.5728,1,0
-0.8077,-0.6208,-0.9276,466.53,-0.0456,1,0
1.6056,0.6034,1.3297,427.13,-0.8484,1,0
-0.0411,0.0351,0.1036,404.33,0.4779,1,0
0.2159,0.6034,0.9843,428,-2.108,1,0
1.6056,2.7571,2.6934,309.96,0.7123,1,1
1.1341,0.0385,-0.2055,436.58,-0.5788,1,0
-0.0411,1.1676,-3.0191,536.44,-1.2424,1,1
-0.2945,-0.2743,-0.5436,517.77,-0.9187,1,0
-0.0411,-0.6208,0.395,493.62,-1.6511,1,0
-0.0411,-0.2743,-1.3817,655.2,0.9548,1,0
1.1341,1.4986,0.395,478.29,0.6845,1,0
0.4861,-2.4098,-0.5436,564.01,0.4803,1,0
1.6056,0.3277,-0.5436,520.55,0.6844,1,0
-1.6827,-0.6208,-0.5436,336.67,-0.8565,0,1
-0.5485,0.3277,-0.9276,508.31,0.9228,0,0
0.2159,-0.6208,-1.3817,609.56,0.6388,0,1
0.7826,-1.0185,0.395,448.1,-0.7444,0,0
-0.5485,0.3277,0.1036,343.89,0.1717,0,0
9999,9999,9999,362.57,9999,0,9999
-0.5485,-0.6208,-0.5436,522.58,0.4159,0,0
0.2159,0.0385,-0.5436,600.98,0.6658,0,0
1.6056,0.3277,1.3297,607.32,-0.69,0,1
0.2159,-0.6208,0.395,577.82,-1.2688,0,0
0.7826,1.1676,0.1036,607.46,0.4159,1,1
0.2159,-1.0185,0.6832,462.8,1.0245,1,1
0.2159,0.6034,-0.5436,502.28,0.6116,1,0
-1.0786,-1.0185,0.1036,609.37,0.1399,1,0
-0.2945,-0.2743,-0.2055,545.18,1.638,1,0
0.2159,0.6034,-0.2055,647.18,0.4759,1,0
0.4861,0.3277,-0.2055,562.97,1.7436,1,0
-0.2945,0.6034,-0.2055,584.18,0.3967,1,0
0.4861,0.0385,-0.5436,587.04,1.2614,1,1
-0.5485,-0.6208,-0.2055,474.24,0.3498,1,0
-0.8077,0.0385,-0.9276,482.9,0.0537,1,1
1.6056,0.8778,0.1036,537.31,0.3955,1,1
-0.2945,-0.6208,0.395,629.38,0.774,1,1
-3.4531,-2.4098,-0.9276,675.3,0.3712,1,0
-0.0411,-0.2743,-0.5436,617.39,1.1403,1,0
0.7826,-1.0185,-0.9276,515.31,0.8925,1,1
0.2159,0.6034,0.1036,470.82,0.3081,1,0
0.4861,-1.0185,-0.5436,682.11,0.9812,0,1
0.2159,0.8778,1.3297,520.58,0.6845,0,0
-0.8077,-1.5227,0.395,568.2,0.8499,0,0
1.1341,0.3277,0.6832,512.24,-0.0223,0,1
0.2159,-0.2743,-0.2055,479.37,0.1216,0,0
-0.5485,-1.5227,0.1036,655.1,0.0691,0,0
1.1341,0.6034,1.3297,529.8,1.3971,0,1
-1.0786,-1.5227,-0.9276,461.17,-2.8019,0,1
-0.2945,-0.6208,-0.5436,527.55,-0.388,0,1
0.7826,-1.0185,1.3297,593.05,0.9812,0,1
-1.3664,-0.6208,-0.5436,345.65,1.2987,0,1
1.6056,0.8778,1.7893,557.69,1.2093,0,1
2.504,2.7571,2.6934,419,0.6996,0,1
0.2159,-1.0185,-0.9276,442.97,0.242,0,1
0.2159,0.8778,0.395,493.64,0.5559,0,0
0.4861,-0.2743,0.6832,465.74,0.5771,0,0
2.504,2.7571,2.6934,540.3,1.4996,0,0
0.2159,0.8778,0.395,566.67,0.7591,0,1
-1.0786,-1.5227,0.1036,401.15,-1.4888,1,0
0.7826,-0.6208,2.6934,482.98,1.2093,1,0
0.7826,0.3277,1.3297,583.79,-0.6236,1,0
-2.5423,-1.5227,-1.3817,444.37,0.2114,1,0
-0.5485,0.0385,0.395,565.44,1.1931,1,0
0.4861,-2.4098,1.7893,441.11,-0.0416,1,0
-0.8077,-2.4098,0.1036,536.28,-0.5053,1,0
1.1341,-0.2743,1.3297,496.48,-0.9127,1,0
-0.0411,0.3277,-0.9276,329.9,0.4951,1,0
-0.5485,0.8778,0.1036,399.72,-0.0378,1,0
-0.0411,-2.4098,0.9843,609.84,0.5067,1,0
-0.2945,1.1676,0.6832,473.13,-0.5053,1,0
1.1341,-0.6208,0.6832,427.37,0.2684,1,0
0.7826,-0.6208,0.6832,453.66,-0.1545,1,0
0.4861,0.6034,1.7893,497.12,0.7591,1,0
2.504,0.3277,2.6934,497.83,0.7636,1,0
-0.8077,-2.4098,-0.5436,514.51,-0.7543,1,0
0.7826,-0.2743,0.395,598.01,1.1069,1,0
1.1341,0.8778,1.7893,503.63,-0.8023,1,0
2.504,1.4986,1.3297,490.03,0.7443,0,0
0.2159,0.6034,0.6832,448.35,0.5067,0,0
-1.0786,-0.2743,-0.5436,461.49,0.9548,0,0
-0.0411,-0.2743,1.7893,499.17,-0.1568,0,0
-2.0532,-2.4098,-1.9702,372.43,-1.8643,0,0
-0.8077,-1.5227,0.1036,396,-1.0184,0,0
-0.8077,-0.2743,-0.9276,481.61,1.8723,0,0
1.1341,1.9347,0.9843,400.57,-0.0456,0,0
-0.0411,0.6034,0.6832,425.18,-1.0332,0,0
-0.5485,-0.6208,1.3297,553.77,0.2245,0,0
0.7826,-0.2743,0.9843,420.29,0.2642,0,0
0.2159,-2.4098,-0.5436,526.67,-1.0216,0,0
-2.0532,-0.6208,0.395,499.65,-0.6373,0,0
-2.0532,-2.4098,-3.0191,467.26,-0.3469,0,0
0.7826,-1.5227,-0.3521,405.86,0.6021,0,0
1.6056,-0.6208,0.6832,550,-0.0351,0,0
-3.4531,-2.4098,-3.0191,374.78,0.7186,1,0
